,id,name,x,y,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,row,col,accsum,x_degree,y_degree,z_degree,x_rad,y_rad,z_rad
1122,433,eunnho,341,550,-0.390703783,-5.385906272,-8.71758752,16.63880015,23.88562915,18.45743193,2,2,10.254607159012929,92.1835158547295,121.68293325687708,148.2240963816238,1.6089058677294248,2.123767828817012,2.5869985126527486
1123,434,eunnho,117,382,3.450343867,-7.888146282,-4.916492525,3.10433229,-14.21568296,-18.9711168,1,0,9.91461664993437,69.63461208082221,142.71270106953682,119.72801103788171,1.2153532541593672,2.4908065180778505,2.089647999475149
1124,435,eunnho,301,214,3.01280366,-8.442254913,-3.902548122,2.383644026,-58.41532265,-16.90021369,0,2,9.776427555825682,72.05100705143714,149.71546287789664,113.52688650272242,1.2575273024252294,2.613027768366641,1.9814179590104164
1125,436,eunnho,109,208,3.494038048,-8.377910159,-3.771465873,-3.601343172,-31.38378009,-36.08155346,0,0,9.829630478525157,69.17837563331908,148.46401214915096,112.56202734600814,1.2073904259828354,2.591185832723547,1.9645779899077365
1126,437,eunnho,220,200,2.971353898,-8.319851354,-4.888660223,-37.93256546,-30.97879085,-14.32749828,0,1,10.09692375507302,72.88544684567692,145.4870988316806,118.95831911064128,1.2720910242443777,2.539228893787222,2.0762143411187832
1127,438,eunnho,90,545,3.60267524,-6.11194851,-6.990769572,23.57274331,-13.3104686,-16.05413254,2,0,9.96022302373804,68.79497831094008,127.85285517849935,134.5771293522393,1.2006988803639917,2.231453280940296,2.3488140050788795
1128,439,eunnho,304,399,0.610970336,-6.77484251,-8.065466843,2.517384893,-8.453946263,6.371214545,1,2,10.550996691417708,86.68035014286222,129.94892675333438,139.85604310600948,1.512857506774483,2.26803663127863,2.440948431010982
1129,440,eunnho,209,403,2.248454634,-7.241262921,-6.350769541,-0.171978734,-14.47282763,-9.391113958,1,1,9.890586974244696,76.85990795147039,137.06583182506068,129.94876871396258,1.3414584565329284,2.3922500573321375,2.2680338729712446
1130,441,eunnho,91,531,2.91314487,-6.871658624,-5.608267751,6.429416295,-42.58695348,-27.94442467,2,0,9.335886269942854,71.81794856843035,137.39582880997983,126.92158990118378,1.2534596645470577,2.3980095912406307,2.2151996356416412
1131,442,eunnho,111,204,2.815581445,-8.621220903,-3.816955704,2.252165659,-42.97403054,-35.43989134,0,0,9.83982213142344,73.3729065098526,151.18210504167035,112.82445458296044,1.2805988003549091,2.6386255030730665,1.9691582092394657
