,name,x,y,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,row,col,accsum,x_degree,y_degree,z_degree,x_rad,y_rad,z_rad,idx
0,jaehwan,197,554,0.282515723,-4.942528883,-9.349207261,18.30361436,16.75504485,-21.95299127,2,1,10.57903981002844,88.46972093026721,117.85270452914216,152.09786435249103,1.5440879185537033,2.0569177264135643,2.6546085182026817,7
1,jaehwan,205,379,3.396175055,-6.214898597,-6.738779848,-6.919504566,-27.99548716,-9.832649829,1,1,9.775997310505344,69.67167035139394,129.47417730889043,133.57621915328042,1.2160000429959388,2.2597506903510696,2.3313448265902554,4
2,jaehwan,75,537,3.44645329,-5.629665344,-6.968323932,9.635928428,-48.78103347,-5.480816998,2,0,9.598370204720716,68.9571217308999,125.91065936462992,136.55129389630184,1.2035288169027345,2.197555569269823,2.3832696763489034,6
3,jaehwan,318,535,-0.665288823,-3.457226905,-9.94656116,37.07809514,47.29793644,16.45921228,2,2,10.551260872534865,93.61506981430124,109.12681281903431,160.5082148109333,1.6338911977439132,1.904622185899704,2.801396824949114,8
4,jaehwan,213,216,3.964049761,-7.184849545,-6.210559691,8.104085191,-41.1302039,-0.484969151,0,1,10.291103204586223,67.34434484309368,134.27966688729506,127.12013458108248,1.1753805501104488,2.343622305664504,2.218664894018192,1
5,jaehwan,106,391,3.32719212,-6.046406071,-6.599467823,-7.436044879,-29.27732925,-15.22863758,1,0,9.54893760193395,69.60832592597251,129.28675491979214,133.7188824612726,1.214894474209551,2.2564795525693504,2.3338347710365057,3
6,jaehwan,320,361,0.808491973,-6.133794431,-9.155427148,9.976618264,8.265182033,-1.561426281,1,2,11.049838897219608,85.80404654178396,123.7177827123619,145.95084464305248,1.4975631236885842,2.159282651597636,2.5473227850879936,5
7,jaehwan,294,212,4.229207595,-7.161655716,-4.895543845,-10.41122491,-25.46497721,8.630452865,0,2,9.651003005617529,64.00999769582032,137.90748004729343,120.48132653410214,1.1171852139860483,2.406939589953656,2.1027958351904905,2
8,jaehwan,107,217,4.067300292,-7.436391525,-3.088370796,50.52988974,-89.0599704,-42.56072555,0,0,9.021135446936864,63.2009041936033,145.52061041493036,110.02001271741466,1.1030638684158691,2.5398137812524864,1.9202114650049196,0
9,jaehwan,199,216,4.88521885,-7.731326073,-6.032789925,10.10929725,-55.19006634,-14.37837807,0,1,10.955971902968098,63.51935152131692,134.8838851077032,123.41089035883104,1.1086218227786493,2.354167903011167,2.1539263695793283,1
10,jaehwan,79,539,3.878905965,-4.814140404,-6.403292925,-24.93397952,-15.00165674,-3.922651919,2,0,8.900787583022804,64.16419950288272,122.74266447479212,136.0055803095844,1.1198765432318123,2.1422636277557987,2.373745177487816,6
11,jaehwan,99,381,3.397521793,-6.490231203,-5.108029826,-22.30256718,-30.45804015,-0.363806077,1,0,8.930745999389432,67.63969284645923,136.61286246067604,124.887018606189,1.180535345208369,2.3843442505129597,2.1796896676774176,3
12,jaehwan,98,216,5.100846637,-7.984811005,-1.147420853,33.23667039,-68.38502876,-6.060731221,0,0,9.544234794558577,57.69387523815617,146.78395217176885,96.90487785456206,1.0069480811406528,2.5618632544872475,1.6913091798050466,0
13,jaehwan,317,197,2.306065258,-7.858966949,-5.983409808,-15.08871604,-49.47831382,-12.45101309,0,2,10.143100680270289,76.85871312977409,140.78773026944663,126.14987525968108,1.3414376029603536,2.457209439611527,2.2017306742615714,2
14,jaehwan,205,375,2.444928954,-6.64869801,-7.838467182,5.24658121,12.2366348,7.333744867,1,1,10.565246356880492,76.61976044202798,128.9984162644286,137.89441594784768,1.337267091802694,2.2514470936724837,2.406711578404519,4
15,jaehwan,198,549,1.506551614,-4.851999302,-8.845527671,37.75600849,-26.47256159,-20.28474488,2,1,10.200733050652838,81.50688729494436,118.40181161021438,150.12869286381493,1.4225635463487136,2.0665014529242898,2.620239992188885,7
16,jaehwan,299,364,0.381575926,-6.969371395,-9.219322405,-6.155940643,-10.3609624,-2.51885872,1,2,11.563461568063518,88.10898668725736,127.06397058784604,142.8711882265971,1.537791918288492,2.217684647415148,2.4935726407906778,5
17,jaehwan,284,565,-0.724395393,-4.59297661,-9.238326381,59.86320664,37.93346705,-6.580071911,2,2,10.342478288461004,94.01633030273308,116.36504181282444,153.2833870959435,1.6408945144252092,2.030953113854657,2.6752997934332035,8
18,jaehwan,305,358,1.051653152,-5.792471057,-8.734196709,24.19505209,-1.462665161,-18.87880338,1,2,10.53303790222938,84.26985353860098,123.3624551955496,146.01860892495736,1.4707864044219816,2.153081016506325,2.548505494922484,5
19,jaehwan,111,184,2.026990688,-8.397961014,-5.846490232,45.61333175,-17.53701613,-36.43795615,0,0,10.43148543951311,78.79530848195792,143.61595159856677,124.08801305898284,1.3752375681347806,2.506571213779804,2.1657443901369717,0
20,jaehwan,199,385,2.852541933,-5.733664063,-6.858340293,-22.60107547,-38.63271791,-6.4738693,1,1,9.38342851208706,72.30211870047695,127.66484703942494,136.96182932675936,1.2619100274910866,2.2281719198929,2.39043487130648,4
21,jaehwan,295,214,2.410212884,-5.696105025,-6.966677918,23.59164073,-84.57956438,12.61139533,0,2,9.316079637657603,75.00615028053814,127.69277468534574,138.40121679722827,1.309104281641059,2.2286593492665494,2.4155569218781148,2
22,jaehwan,291,593,-0.744147511,-3.323900092,-9.332149158,27.19386884,64.6153654,10.72950404,2,2,9.93433818867091,94.29585586426126,109.54742363596482,159.94820872155927,1.6457731558173625,1.911963229524644,2.7916228748583194,8
23,jaehwan,76,530,2.427121933,-6.652289313,-6.798784527,-19.6010105,-39.19565527,-26.70478973,2,0,9.816687069784708,75.68548412395175,132.66036741105853,133.83422881834343,1.3209608939288542,2.315360198228357,2.335847944747573,6
24,jaehwan,88,373,2.356492984,-7.045985848,-5.470002021,-1.664916133,-11.7874013,-17.01079616,1,0,9.226044540516892,75.20167620145939,139.79201168305005,126.36214842322822,1.3125168527341289,2.4398308718556034,2.205435539879093,3
25,jaehwan,196,552,0.154725355,-5.958868072,-8.561066586,14.01637036,-4.207130151,-7.694323359,2,1,10.431869905482266,89.1501586030394,124.83517896930522,145.1513805338832,1.555963796298186,2.1787848953307574,2.5333695041314668,7
26,jaehwan,192,187,3.42221229,-7.638401122,-7.825897039,33.27618645,-6.620740138,8.243217852,0,1,11.458681124956174,72.62305863962233,131.8054874664674,133.0759046152207,1.2675114861303238,2.3004397284859754,2.322612690605519,1
27,jaehwan,317,378,0.372897091,-5.627571002,-9.217975667,8.121756598,-6.062737589,-3.452595739,1,2,10.806464871567927,88.02251040599532,121.3832219775886,148.54010183317644,1.536282622455589,2.1185368801880635,2.5925138482365937,5
28,jaehwan,316,561,-0.395043091,-4.035127331,-10.18657988,33.14589034,8.762995248,8.035729511,2,2,10.963791373094931,92.06490633875764,111.59486586812828,158.2966676141566,1.606835741151519,1.9476978377202785,2.762798044802109,8
29,jaehwan,98,209,2.925414861,-8.177544823,-6.139929865,41.59013518,-27.01621391,-36.75943608,0,0,10.636213150753075,74.03542953633543,140.24982492419542,125.25851373675496,1.292162008537312,2.4478212202728167,2.18617348086092,0
30,jaehwan,195,376,1.882740477,-5.671714095,-6.20906273,22.10977655,-61.62061431,-33.06863749,1,1,8.617744047268456,77.38066593566563,131.15845525112672,136.09556725742425,1.350547397963184,2.289146885961808,2.375315746011442,4
31,jaehwan,81,367,3.131765117,-6.601262305,-6.269815013,-0.874838857,-38.44002461,-14.4397883,1,0,9.627834495083103,71.01731498429365,133.28623715582484,130.63346468213035,1.2394859724018292,2.326283685963145,2.2799840719909024,3
32,jaehwan,200,555,0.852934488,-5.90499912,-8.776394514,37.2776357,-10.77165228,-50.94790757,2,1,10.612333038186744,85.39005107043424,123.80912747231568,145.79174041609065,1.490337539625186,2.160876918413273,2.544545892473669,7
33,jaehwan,288,201,3.223044347,-7.519439227,-7.420229495,-0.511403531,-77.92742458,-21.28057793,0,2,11.044898682638197,73.03347473979048,132.90670090634333,132.20800894268126,1.2746745983814527,2.319659528779023,2.307465053555895,2
34,jaehwan,93,522,2.380435001,-6.506542287,-7.185448679,-14.87841793,0.519854983,2.510486616,2,0,9.981594864802313,76.20301053366514,130.68152990473362,136.043731765871,1.3299934337443775,2.2808229683810333,2.374411046014448,6
35,jaehwan,191,203,4.186560878,-7.686883705,-4.353856011,16.03798597,-63.39397731,-2.502653883,0,1,9.776069519183848,64.6437133076308,141.84069559327338,116.4462800891876,1.1282456379334316,2.475587151421632,2.03237098925584,1
36,jaehwan,304,201,2.322076189,-8.130259341,-5.606621153,-8.406850401,-43.60071064,0.709369467,0,2,10.145311997800048,76.76875869624509,143.2621724267086,123.54774751608096,1.3398676019185063,2.5003966024059,2.156314977578259,2
37,jaehwan,84,551,2.140715559,-6.002113924,-7.363666481,11.71818502,-33.42821963,-14.6049935,2,0,9.73815273574112,77.3010877681559,128.05010535388652,139.12741509020532,1.3491584969274353,2.2348959459509388,2.4282314731129264,6
38,jaehwan,203,193,5.272480968,-6.183474116,-6.28717356,16.51379915,-87.88550571,-17.99910233,0,1,10.274383634784488,59.12494556364846,127.00136644734933,127.72897409065402,1.0319249701480802,2.216591999038099,2.2292911480764426,1
39,jaehwan,99,381,4.80890338,-6.833499866,-5.634453747,-26.26604228,-28.67892272,-1.81865526,1,0,10.078161596436118,61.49986876193834,132.69146898024152,123.99189001324476,1.0733751994402327,2.315903023013137,2.1640667265017965,3
40,jaehwan,302,381,1.359607268,-6.501454024,-8.23829769,41.34613691,1.478529129,4.180358371,1,2,10.582390333872755,82.61833343807781,127.90582052089292,141.1226374128565,1.4419619410049844,2.23237770055451,2.463054671952478,5
41,jaehwan,197,389,2.391957242,-6.585550941,-6.751648097,1.143848045,-18.16664004,-20.89587264,1,1,9.730143507152706,75.76913446939855,132.59560533012257,133.93882076523462,1.3224208678773317,2.314229886685581,2.337673418591895,4
42,jaehwan,108,189,3.98649511,-8.159289036,-4.956595987,11.28298927,-38.02870379,-29.85362305,0,0,10.345723010664274,67.33590546953286,142.06074253609393,118.62638629178952,1.1752332552550069,2.4794276950827987,2.070421020534394,0
43,jaehwan,195,570,1.143081728,-5.251231844,-9.227402836,55.20722719,26.14613148,9.39676167,2,1,10.67834419814926,83.85490025143983,119.4566308530136,149.78271382499895,1.463544103319046,2.0849115217245298,2.6142015188186614,7
44,jaehwan,302,567,-0.441879731,-5.048623113,-9.706692081,52.60403036,45.96614517,14.23722538,2,2,10.95005589890456,92.31274802643576,117.45547158024304,152.43066027010198,1.6111613946252017,2.049984703557868,2.6604169027021887,8
